,Id,PID,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Matl,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice,Bathrooms,Pool,Year Sold,Yrs Since Constr or Remod,Built after 2005,Inflation Multiplier,HQ SF,Proximity to Pos Feat,Exter Qual x Cond,Garage Qual x Cond,Bsmt Qual x Cond,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Exterior 1st_AsbShng,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central Air_N,Central Air_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ,Paved Drive_N,Paved Drive_P,Paved Drive_Y,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,Yr Sold_2006,Yr Sold_2007,Yr Sold_2008,Yr Sold_2009,Yr Sold_2010,USD_per_sqft,Good Nhood,Pref House Style,Pref Garage Type,Sold as New,Gtl Land Slope,Pref Lot Config,Zone RL,Pref Mas Vnr
285,2073,905352010,RL,105.23782589924595,11075,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Story,6,5,1984,1984,CompShg,BrkFace,136.0,3,3,4.0,3.0,No,BLQ,299.0,LwQ,891.0,0.0,1190.0,GasA,5,1522,0,0,1522,0.0,0.0,2,0,3,1,3,7,1,3.0,Attchd,1984.0,Fin,2.0,552.0,3.0,3.0,0,77,0,0,168,0,0,2,WD ,182000,2.0,0,2007,23,1,1,1522,0,9,9.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119.57950065703022,2,1,1,0,1,0,1,1
286,960,916382100,RL,113.0,13438,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Story,9,5,2008,2008,CompShg,Stone,246.0,5,3,5.0,3.0,Gd,GLQ,1758.0,Unf,0.0,432.0,2190.0,GasA,5,2036,0,0,2036,1.0,0.0,2,0,3,1,5,9,1,5.0,Attchd,2008.0,Fin,3.0,780.0,3.0,3.0,90,154,0,0,0,0,0,7,WD ,410000,2.0,0,2009,1,1,3,2036,0,15,9.0,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201.37524557956777,3,1,1,0,1,0,1,1
287,955,914476430,RL,82.0,11070,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,5,5,1991,1991,CompShg,None,0.0,3,3,4.0,3.0,No,BLQ,55.0,Unf,0.0,1527.0,1582.0,GasA,3,1595,0,0,1595,1.0,0.0,2,0,2,1,3,5,0,0.0,Detchd,1991.0,Unf,2.0,672.0,3.0,3.0,0,0,0,0,0,0,0,4,COD,152000,2.0,0,2009,18,1,3,1595,0,9,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.29780564263324,2,1,0,0,1,1,1,0
288,2476,531376030,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,7,5,2005,2005,CompShg,BrkFace,172.0,4,3,4.0,3.0,No,Unf,0.0,Unf,0.0,891.0,891.0,GasA,5,891,795,0,1686,0.0,0.0,2,1,3,1,4,8,0,0.0,Attchd,2005.0,Fin,2.0,462.0,3.0,3.0,144,101,0,0,0,0,0,4,WD ,184000,2.5,0,2006,1,1,0,1686,0,12,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109.13404507710557,1,1,1,0,1,1,1,1
289,1590,923202015,RM,78.0,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,SFoyer,7,5,1997,1998,CompShg,BrkFace,200.0,3,4,4.0,4.0,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,5,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,0,0.0,Attchd,1997.0,Fin,4.0,784.0,3.0,3.0,0,0,0,0,0,0,0,11,WD ,206300,2.0,0,2008,10,1,2,1344,0,12,9.0,16.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,153.4970238095238,2,0,1,0,1,1,0,1
290,2913,923226150,RL,108.79338215167317,11836,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Story,5,5,1970,1970,CompShg,None,0.0,3,3,3.0,3.0,No,BLQ,149.0,Unf,0.0,1503.0,1652.0,GasA,3,1652,0,0,1652,0.0,0.0,2,0,4,2,3,8,0,0.0,2Types,1970.0,Unf,3.0,928.0,3.0,3.0,0,0,0,0,0,0,0,3,WD ,146500,2.0,0,2006,36,1,0,1652,0,9,9.0,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,88.68038740920097,2,1,0,0,1,0,1,0
291,149,535180130,RL,60.0,8382,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1.5Fin,4,5,1956,1956,CompShg,None,0.0,3,3,3.0,3.0,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,3,832,505,0,1337,0.0,0.0,1,0,3,1,3,5,0,0.0,Attchd,1956.0,Unf,1.0,263.0,3.0,3.0,0,0,0,0,0,0,0,2,WD ,108000,1.0,0,2010,54,1,4,1337,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.77786088257292,1,0,1,0,1,1,1,0
292,2525,534126060,RL,102.0,10192,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,SLvl,7,6,1968,1992,CompShg,BrkFace,143.0,3,3,3.0,3.0,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,4,1222,698,0,1920,0.0,0.0,3,0,4,1,4,8,1,3.0,Attchd,1968.0,RFn,2.0,487.0,3.0,3.0,0,98,0,0,0,0,0,9,WD ,170000,3.0,0,2006,14,1,0,1920,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,88.54166666666667,1,0,1,0,1,1,1,1
293,1470,907290250,RM,66.52818951391959,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,6,5,2004,2004,CompShg,BrkFace,205.0,4,3,4.0,3.0,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,0,0.0,Attchd,2004.0,RFn,2.0,420.0,3.0,3.0,140,0,0,0,0,0,0,2,WD ,145000,1.0,0,2008,4,1,2,848,0,12,9.0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,170.99056603773585,2,1,1,0,1,1,0,1
294,412,527453140,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,1Story,7,5,1975,1975,CompShg,None,0.0,3,3,4.0,3.0,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,3,1055,0,0,1055,0.0,1.0,2,0,2,1,3,4,1,3.0,Attchd,1975.0,RFn,2.0,440.0,3.0,3.0,0,27,0,0,0,0,0,8,WD ,123000,2.0,0,2009,34,1,3,1055,0,9,9.0,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,116.58767772511848,1,1,1,0,1,0,1,0
295,1399,905351089,RL,53.73081052803875,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Story,6,5,1996,1997,CompShg,None,0.0,3,3,4.0,3.0,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,5,1291,0,0,1291,1.0,0.0,1,0,2,1,4,6,1,4.0,Attchd,1996.0,Unf,2.0,431.0,3.0,3.0,307,0,0,0,0,0,0,11,WD ,173000,1.0,0,2008,11,1,2,1291,0,9,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,134.00464756003097,2,1,1,0,1,1,1,0
296,183,902207140,RM,60.0,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,6,8,1928,2003,CompShg,None,0.0,3,4,3.0,3.0,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,4,720,0,0,720,0.0,0.0,1,0,2,1,3,5,0,0.0,Detchd,2005.0,Unf,2.0,484.0,3.0,3.0,106,0,0,0,0,0,0,5,WD ,105900,1.0,0,2010,7,1,4,720,0,12,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147.08333333333334,0,1,0,0,1,1,0,0
297,974,923225360,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,SLvl,4,5,1973,1973,CompShg,None,0.0,3,3,4.0,3.0,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,3,526,462,0,988,1.0,0.0,1,0,2,1,3,5,0,0.0,BuiltIn,1973.0,Unf,1.0,297.0,3.0,3.0,120,101,0,0,0,0,0,11,WD ,91000,1.0,0,2009,36,1,3,988,0,9,9.0,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,92.10526315789474,0,0,1,0,1,1,0,0
298,930,909426090,RL,78.0,15600,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1.5Fin,5,7,1949,2005,CompShg,None,0.0,3,3,3.0,3.0,No,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,3,986,537,0,1523,1.0,0.0,2,0,3,1,3,7,1,3.0,Attchd,1949.0,Unf,1.0,295.0,3.0,3.0,0,0,81,0,0,0,0,10,WD ,158000,2.0,0,2009,4,1,3,1523,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103.74261326329612,2,0,1,0,1,1,1,0
299,881,907412020,RL,65.0,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,7,5,2004,2004,CompShg,None,0.0,4,3,4.0,3.0,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,5,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,0,0.0,Attchd,2004.0,RFn,2.0,572.0,3.0,3.0,187,56,0,0,0,0,0,4,WD ,190000,2.5,0,2009,5,1,3,1728,0,12,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109.95370370370371,2,1,1,0,1,1,1,0
300,1180,533250110,RL,22.0,11064,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Story,8,5,1995,1995,CompShg,None,0.0,4,3,4.0,3.0,Gd,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,5,1239,0,0,1239,1.0,0.0,1,1,1,1,4,4,1,3.0,Attchd,1995.0,Fin,2.0,477.0,3.0,3.0,172,24,0,0,0,0,0,8,WD ,217500,1.5,0,2008,13,1,2,1239,0,12,9.0,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,175.544794188862,3,1,1,0,1,1,1,0
301,1553,910226040,RM,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,5,5,1958,1958,CompShg,BrkFace,162.0,3,3,3.0,3.0,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,4,1151,804,0,1955,0.0,0.0,2,0,4,1,3,7,0,0.0,Attchd,1958.0,Fin,1.0,356.0,3.0,3.0,0,0,0,0,0,0,0,1,WD ,165500,2.0,0,2008,50,1,2,1955,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.65473145780051,0,0,1,0,1,1,0,1
302,928,909425060,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2Story,7,7,1941,1950,CompShg,None,0.0,3,3,3.0,3.0,No,Rec,275.0,Unf,0.0,429.0,704.0,GasA,5,860,704,0,1564,0.0,0.0,1,1,3,1,3,7,1,4.0,Attchd,1941.0,Unf,1.0,234.0,3.0,3.0,0,0,0,0,0,0,0,7,WD ,174500,1.5,0,2009,59,1,3,1564,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,111.57289002557545,2,1,1,0,1,1,1,0
303,1512,908276140,RL,62.0,7692,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,SLvl,4,6,1954,1954,CompShg,None,0.0,3,3,5.0,3.0,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,4,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,0,0.0,Basment,1954.0,Unf,1.0,312.0,3.0,3.0,0,0,0,0,0,0,0,11,WD ,100000,1.0,0,2008,54,1,2,1204,0,9,9.0,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,83.05647840531562,1,0,0,0,0,1,1,0
304,3,526351010,RL,81.0,14267,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,6,6,1958,1958,CompShg,BrkFace,108.0,3,3,3.0,3.0,No,ALQ,923.0,Unf,0.0,406.0,1329.0,GasA,3,1329,0,0,1329,0.0,0.0,1,1,3,1,4,6,0,0.0,Attchd,1958.0,Unf,1.0,312.0,3.0,3.0,393,36,0,0,0,0,12500,6,WD ,172000,1.5,0,2010,52,1,4,1329,0,9,9.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129.4206170052671,1,1,1,0,1,0,1,1
305,2140,907202220,RL,75.0,9675,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Story,5,6,1975,1975,CompShg,None,0.0,3,3,3.0,3.0,No,BLQ,330.0,Rec,432.0,102.0,864.0,GasA,3,879,0,0,879,0.0,0.0,1,0,3,1,3,5,0,0.0,Attchd,1975.0,Unf,2.0,440.0,3.0,3.0,0,80,0,0,0,0,0,9,Con,120000,1.0,0,2007,32,1,1,879,0,9,9.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136.51877133105802,2,1,1,0,1,0,1,0
306,553,531477020,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Story,4,4,1950,1950,CompShg,None,0.0,3,3,3.0,2.0,No,Unf,0.0,Unf,0.0,721.0,721.0,GasA,4,841,0,0,841,0.0,0.0,1,0,2,1,3,4,0,0.0,CarPort,1950.0,Unf,1.0,294.0,3.0,3.0,250,0,24,0,0,0,0,9,WD ,82000,1.0,0,2009,59,1,3,841,0,9,9.0,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97.50297265160523,1,1,0,0,1,1,0,0
307,2594,535354130,RL,50.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1.5Fin,6,6,1947,1950,CompShg,None,0.0,3,3,3.0,3.0,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,5,900,412,0,1312,0.0,0.0,1,1,3,1,3,6,0,0.0,Detchd,1953.0,Unf,2.0,649.0,3.0,3.0,0,28,0,0,0,0,0,10,WD ,127000,1.5,0,2006,56,1,0,1312,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96.79878048780488,1,0,0,0,1,1,1,0
308,1314,902305080,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2.5Unf,6,5,1917,1950,CompShg,None,0.0,3,3,4.0,3.0,No,Rec,319.0,Unf,0.0,416.0,735.0,OthW,3,1134,924,0,2058,0.0,0.0,1,1,3,1,3,8,1,4.0,Detchd,1950.0,Unf,2.0,396.0,2.0,2.0,0,0,259,0,0,0,0,4,WD ,129500,1.5,0,2008,58,1,2,2058,0,9,4.0,12.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62.925170068027214,0,0,0,0,1,1,0,0
309,366,527182110,RL,76.249590162833,5814,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Story,8,5,1984,1984,CompShg,None,0.0,4,3,4.0,3.0,Av,GLQ,1036.0,Unf,0.0,184.0,1220.0,GasA,4,1360,0,0,1360,1.0,0.0,1,0,1,1,4,4,1,5.0,Attchd,1984.0,RFn,2.0,565.0,3.0,3.0,63,0,0,0,0,0,0,8,COD,187500,1.0,0,2009,25,1,3,1360,0,12,9.0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,137.86764705882354,3,1,1,0,1,1,1,0
310,1462,907255060,RL,121.90159966136622,14860,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Story,8,5,2002,2003,CompShg,BrkFace,240.0,4,3,5.0,3.0,Gd,GLQ,1538.0,Unf,0.0,240.0,1778.0,GasA,5,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,1,4.0,Attchd,2002.0,RFn,3.0,715.0,3.0,3.0,182,35,0,0,0,0,0,6,WD ,300000,2.0,0,2008,5,1,2,1786,0,12,9.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167.97312430011198,2,1,1,0,1,1,1,1
311,2541,534250300,RL,121.66757990524839,14803,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,2Story,6,5,1971,1971,CompShg,BrkFace,252.0,3,3,3.0,3.0,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,4,1097,896,0,1993,0.0,0.0,2,1,4,1,3,8,1,4.0,Attchd,1971.0,RFn,2.0,495.0,3.0,3.0,0,66,0,0,0,0,0,6,WD ,190000,2.5,0,2006,35,1,0,1993,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.33366783743101,1,1,1,0,1,1,1,1
